2009-01-02,1.0,2.0,0.000271797180176,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
2009-01-03,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
2009-01-04,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
2009-01-05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
2009-01-06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
2009-01-07,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
2009-01-08,1.0,2.0,0.000205039978027,0.0,0.0,0.0,6.95943774815e-07,0.0,0.0,0.0,0.0,700.0,1.0,14.0,14.0,15.0,14.0,0.0,0.0,0.0,750.0,0.0,0.0
2009-01-09,1.0,2.0,0.000205039978027,0.0,0.0,0.0,6.95943774814815e-07,0.0,0.0,0.0,0.0,700.0,1.0,31.0,14.0,46.0,31.0,0.0,0.0,0.0,2300.0,0.0,0.0
2009-01-10,1.0,2.0,0.000205408852055,0.0,0.0,0.0,5.2692885807399995e-06,0.0,0.0,0.0,0.0,5300.0,1.0,106.0,106.0,152.0,106.0,0.0,0.0,0.0,7600.0,0.0,0.0
2009-01-11,1.0,2.0,0.000221477465683,0.016639,0.0,0.0,4.42421399704e-06,0.0,18541.6666667,0.0,24.0,4601.0,1.0,93.0,95.0,77.0,95.0,0.0,0.0,0.0,12050.0,0.0,0.0
2009-01-12,1.0,2.0,0.000207975636358,0.0,0.0,0.0,4.42421399703704e-06,0.0,57500.0,0.0,10.0,4879.0,1.0,117.0,101.0,363.0,116.0,0.0,0.0,0.0,17800.0,0.0,0.0
2009-01-13,1.0,2.0,0.000205887688531,0.0,0.0,0.0,6.26349397333e-06,0.0,0.0,0.0,0.0,6300.0,1.0,126.0,126.0,489.0,126.0,0.0,0.0,0.0,24100.0,0.0,0.0
2009-01-14,1.0,2.0,0.00023054888868,0.085231,0.0,0.0,6.31320424296e-06,0.0,1533.81642512,0.0,414.0,6911.0,1.0,130.0,136.0,394.0,136.0,0.0,0.0,0.0,22050.0,0.0,0.0
2009-01-15,1.0,2.0,0.000208188747538,0.0,0.0,0.0,6.31320424296296e-06,0.0,5800.0,0.0,100.0,6800.0,1.0,117.0,134.0,742.0,117.0,0.0,0.0,0.0,36250.0,0.0,0.0
2009-01-16,1.0,2.0,0.00020812175892,0.0,0.0,0.0,5.36870912e-06,0.0,5400.0,0.0,100.0,5500.0,1.0,109.0,109.0,851.0,109.0,0.0,0.0,0.0,41650.0,0.0,0.0
2009-01-17,1.0,2.0,0.000205946440744,0.167422,0.0,0.0,5.0207372325899995e-06,0.0,0.0,0.0,0.0,5050.0,1.0,109.0,101.0,768.0,101.0,0.0,0.0,0.0,46700.0,0.0,0.0
2009-01-18,1.0,2.0,0.000209383603905,0.0,0.0,0.0,5.02073723259259e-06,0.0,3966.66666667,0.0,150.0,5500.0,1.0,120.0,108.0,1072.0,120.0,0.0,0.0,0.0,44050.0,0.0,0.0
2009-01-19,1.0,2.0,0.000221984139804,0.0,0.0,0.0,5.76639127704e-06,0.0,748.387096774,0.0,775.0,6575.0,1.0,118.0,118.0,1190.0,118.0,0.0,0.0,0.0,58450.0,0.0,0.0
2009-01-20,1.0,2.0,0.000224728070175439,0.241267,0.0,0.0,5.617260468149999e-06,0.0,1130.0,0.0,500.0,6150.0,1.00877192982456,115.0,115.0,1102.0,115.0,0.0,0.0,0.0,64100.0,0.0,0.0
2009-01-21,1.0,2.0,0.000220743815104,0.0,0.0,0.0,5.61726046814815e-06,0.0,750.0,0.0,500.0,5750.0,1.0,76.0,105.0,1381.0,76.0,0.0,0.0,0.0,67850.0,0.0,0.0
2009-01-22,1.0,2.0,0.000211658762462,0.0,0.0,0.0,3.3305880651900002e-06,0.0,2233.33333333,0.0,150.0,3500.0,1.0,68.0,68.0,1449.0,68.0,0.0,0.0,0.0,66050.0,0.0,0.0
2009-01-23,1.0,2.0,0.000229238095238095,0.310038,0.0,0.0,9.892343656299999e-06,0.0,1243.75,0.0,800.0,10750.0,1.02380952380952,86.0,201.0,1412.0,86.0,0.0,0.0,0.0,81150.0,0.0,0.0
2009-01-24,1.0,2.0,0.000206917831578,0.0,0.0,0.0,9.8923436562963e-06,0.0,19400.0,0.0,50.0,10550.0,1.0,195.0,202.0,1845.0,195.0,0.0,0.0,0.0,90850.0,0.0,0.0
2009-01-25,1.0,2.0,0.000205853889728,0.0,0.0,0.0,5.76639127704e-06,0.0,0.0,0.0,0.0,5800.0,1.0,116.0,116.0,1961.0,116.0,0.0,0.0,0.0,88050.0,0.0,0.0
2009-01-26,1.0,2.0,0.000239947916666667,0.415376,0.0,0.0,5.120157771849999e-06,0.0,447.826086957,0.0,1150.0,6300.0,1.01041666666667,97.0,105.0,1892.0,97.0,0.0,0.0,0.0,101800.0,0.0,0.0
2009-01-27,1.0,2.0,0.000205780695943,0.0,0.0,0.0,5.12015777185185e-06,0.0,0.0,0.0,0.0,5000.0,1.0,103.0,98.0,2169.0,103.0,0.0,0.0,0.0,106950.0,0.0,0.0
2009-01-28,1.0,2.0,0.000205485547175,0.0,0.0,0.0,6.06465289481e-06,0.0,0.0,0.0,0.0,6100.0,1.0,122.0,122.0,2291.0,122.0,0.0,0.0,0.0,113050.0,0.0,0.0
2009-01-29,1.0,2.0,0.000227256198347107,0.483934,0.0,0.0,6.014942625189999e-06,0.0,1008.33333333,0.0,600.0,6650.0,1.00826446280992,122.0,122.0,2199.0,122.0,0.0,0.0,0.0,110050.0,0.0,0.0
2009-01-30,1.0,2.0,0.000205572261367,0.0,0.0,0.0,6.01494262518519e-06,0.0,0.0,0.0,0.0,5850.0,1.0,129.0,117.0,2542.0,129.0,0.0,0.0,0.0,125550.0,0.0,0.0
2009-01-31,1.0,2.0,0.000227196463223,0.0,0.0,0.0,5.76639127704e-06,0.0,527.272727273,0.0,1100.0,6900.0,1.0,118.0,118.0,2660.0,118.0,0.0,0.0,0.0,131350.0,0.0,0.0
2009-02-01,1.0,2.0,0.000218203539823009,0.568769,0.0,0.0,6.31320424296e-06,0.0,0.0,0.0,0.0,6350.0,1.00884955752212,114.0,127.0,2577.0,114.0,0.0,0.0,0.0,132150.0,0.0,0.0
2009-02-02,1.0,2.0,0.000233075198005,0.0,0.0,0.0,6.31320424296296e-06,0.0,5911.18449639,0.0,115.0,6450.0,1.0,145.0,129.0,2937.0,150.0,0.0,2.01,0.0,144500.0,0.0,0.0
2009-02-03,1.0,2.0,0.000212087863829,0.0,0.0,0.0,6.11436316444e-06,0.0,16171.4435972,0.0,38.0,6300.0,1.0,129.0,126.0,3063.0,126.0,0.0,0.0,0.0,150650.0,0.0,0.0
2009-02-04,1.0,2.0,0.000215739495798319,0.655754,0.0,0.0,6.014942625189999e-06,0.0,0.0,0.0,0.0,6050.0,1.0,119.0,121.0,2975.0,119.0,0.0,0.0,0.0,156700.0,0.0,0.0
2009-02-05,1.0,2.0,0.000205816224564,0.0,0.0,0.0,6.01494262518519e-06,0.0,0.0,0.0,0.0,6300.0,1.0,129.0,126.0,3313.0,129.0,0.0,0.0,0.0,154150.0,0.0,0.0
2009-02-06,1.0,2.0,0.000229752252972,0.0,0.0,0.0,6.26349397333e-06,0.0,547.826086957,0.0,1150.0,7498.0,1.0,131.0,130.0,3443.0,130.0,0.0,0.0,0.0,169450.0,0.0,0.0
2009-02-07,1.0,2.0,0.00024031007751938,0.734941,0.0,0.0,6.66117613037e-06,0.0,670.0,0.0,1000.0,7700.0,1.03100775193798,134.0,135.0,3342.0,133.0,0.0,0.0,0.0,176150.0,0.0,0.0
2009-02-08,1.0,2.0,0.000243552029133,0.0,0.0,0.0,6.66117613037037e-06,0.0,290.909090909,0.0,2200.0,7600.0,1.0,129.0,133.0,3707.0,129.0,0.0,0.0,0.0,176150.0,0.0,0.0
2009-02-09,1.0,2.0,0.000205678263987,0.0,0.0,0.0,6.31320424296e-06,0.0,0.0,0.0,0.0,6350.0,1.0,127.0,127.0,3834.0,127.0,0.0,0.0,0.0,188900.0,0.0,0.0
2009-02-10,1.0,2.0,0.000215666666666667,0.828643,0.0,0.0,6.512045321479999e-06,0.0,1871.21471832,0.0,350.0,6900.04,1.0,120.0,132.0,3743.0,120.0,0.0,0.0,0.0,195450.0,0.0,0.0
2009-02-11,1.0,2.0,0.000210269022796,0.0,0.0,0.0,6.51204532148148e-06,0.0,2950.0,0.0,200.0,7200.04,1.0,119.0,135.0,4085.0,119.0,0.0,0.0,0.0,201350.0,0.0,0.0
2009-02-12,1.0,2.0,0.000205862906671,0.0,0.0,0.0,6.16407343407e-06,0.0,0.0,0.0,0.0,6200.0,1.0,124.0,124.0,4209.0,124.0,0.0,0.0,0.0,198150.0,0.0,0.0
2009-02-13,1.0,2.0,0.000215903225806452,0.910687,0.0,0.0,7.00914801778e-06,0.0,0.0,0.0,0.0,7050.0,1.0,141.0,141.0,4117.0,124.0,0.0,0.0,0.0,214600.0,0.0,0.0
2009-02-14,1.0,2.0,0.000219321641766,0.0,0.0,0.0,7.00914801777778e-06,0.0,677.777777778,0.0,900.0,6800.0,1.0,136.0,136.0,4475.0,125.0,0.0,0.0,0.0,220700.0,0.0,0.0
2009-02-15,1.0,2.0,0.000205885104048,0.0,0.0,0.0,6.11436316444e-06,0.0,0.0,0.0,0.0,6150.0,1.0,123.0,123.0,4598.0,123.0,0.0,0.0,0.0,220200.0,0.0,0.0
2009-02-16,1.0,2.0,0.000244172131147541,0.996166,0.0,0.0,5.8658118163e-06,0.0,393.333333333,0.0,1500.0,7400.0,1.00819672131148,119.0,119.0,4508.0,123.0,0.0,0.0,0.0,232750.0,0.0,0.0
2009-02-17,1.0,2.0,0.000205932124968,0.0,0.0,0.0,5.8658118162963e-06,0.0,0.0,0.0,0.0,5850.0,1.0,117.0,117.0,4841.0,124.0,0.0,0.0,0.0,238950.0,0.0,0.0
2009-02-18,1.0,2.0,0.000205969199156,0.0,0.0,0.0,5.816101546669999e-06,0.0,0.0,0.0,0.0,5850.0,1.0,117.0,117.0,4958.0,117.0,0.0,0.0,0.0,244800.0,0.0,0.0
2009-02-19,1.0,2.0,0.000231048387096774,1.076697,0.0,0.0,6.36291451259e-06,0.0,800.0,0.0,800.0,7200.0,1.00806451612903,129.0,129.0,4866.0,125.0,0.0,0.0,0.0,242200.0,0.0,0.0
2009-02-20,1.0,2.0,0.000205958973278,0.0,0.0,0.0,6.36291451259259e-06,0.0,0.0,0.0,0.0,6100.0,1.0,122.0,122.0,5197.0,110.0,0.0,0.0,0.0,256700.0,0.0,0.0
2009-02-21,1.0,2.0,0.000217997338161,0.0,0.0,0.0,6.014942625189999e-06,0.0,576.19047619,0.0,1050.0,7100.0,1.0,125.0,125.0,5322.0,125.0,0.0,0.0,0.0,262750.0,0.0,0.0
2009-02-22,1.0,2.0,0.000228545454545455,1.156301,0.0,0.0,5.318998850369999e-06,0.0,0.0,0.0,0.0,5350.0,1.03305785123967,107.0,107.0,5227.0,125.0,0.0,0.0,0.0,264200.0,0.0,0.0
2009-02-23,1.0,2.0,0.000205942102381,0.0,0.0,0.0,5.31899885037037e-06,0.0,0.0,0.0,0.0,5400.0,1.0,108.0,108.0,5540.0,111.0,0.0,0.0,0.0,273650.0,0.0,0.0
2009-02-24,1.0,2.0,0.000205859959683,0.0,0.0,0.0,5.318998850369999e-06,0.0,0.0,0.0,0.0,5350.0,1.0,107.0,107.0,5647.0,107.0,0.0,0.0,0.0,279000.0,0.0,0.0
2009-02-25,1.0,2.0,0.000215866666666667,1.230171,0.0,0.0,4.77218588444e-06,0.0,0.0,0.0,0.0,4800.0,1.0,96.0,96.0,5566.0,105.0,0.0,0.0,0.0,283800.0,0.0,0.0
2009-02-26,1.0,2.0,0.000205722281603,0.0,0.0,0.0,4.77218588444444e-06,0.0,0.0,0.0,0.0,5350.0,1.0,107.0,107.0,5866.0,123.0,0.0,0.0,0.0,289950.0,0.0,0.0
2009-02-27,1.0,2.0,0.000244795107374,0.0,0.0,0.0,5.07044750222e-06,0.0,283.333333333,0.0,1800.0,6900.0,1.0,103.0,103.0,5969.0,103.0,0.0,0.0,0.0,286200.0,0.0,0.0
2009-02-28,1.0,2.0,0.000224525252525252,1.304902,0.0,0.0,5.2692885807399995e-06,0.0,1514.28571429,0.0,350.0,5650.0,1.01010101010101,107.0,107.0,5894.0,100.0,0.0,0.0,0.0,300350.0,0.0,0.0
2009-03-01,1.0,2.0,0.000205938632672,0.0,0.0,0.0,5.26928858074074e-06,0.0,0.0,0.0,0.0,5250.0,1.0,105.0,105.0,6180.0,104.0,0.0,0.0,0.0,305550.0,0.0,0.0
2009-03-02,1.0,2.0,0.000214909607509,0.0,0.0,0.0,5.2692885807399995e-06,0.0,1325.0,0.0,400.0,5700.0,1.0,107.0,108.0,6288.0,108.0,0.0,0.0,0.0,310850.0,0.0,0.0
2009-03-03,1.0,2.0,0.000225428571428571,1.373129,0.0,0.0,5.2692885807399995e-06,0.0,0.0,0.0,0.0,5300.0,1.01904761904762,106.0,106.0,6207.0,107.0,0.0,0.0,0.0,308200.0,0.0,0.0
2009-03-04,1.0,2.0,0.000233074404159,0.0,0.0,0.0,5.26928858074074e-06,0.0,441.545241725,0.0,1200.0,6450.0,1.0,106.0,106.0,6502.0,108.0,0.0,0.0,0.0,321450.0,0.0,0.0
2009-03-05,1.0,2.0,0.000213566472975,0.0,0.0,0.0,5.8658118163e-06,0.0,1475.0,0.0,400.0,6300.0,1.0,119.0,119.0,6621.0,119.0,0.0,0.0,0.0,327350.0,0.0,0.0
2009-03-06,1.0,2.0,0.000215923076923077,1.447383,0.0,0.0,5.5178399288899995e-06,0.0,0.0,0.0,0.0,5550.0,1.0,111.0,111.0,6533.0,117.0,0.0,0.0,0.0,332900.0,0.0,0.0
2009-03-07,1.0,2.0,0.000233037131173,0.0,0.0,0.0,5.51783992888889e-06,0.0,361.290322581,0.0,1550.0,5450.0,1.0,109.0,109.0,6847.0,115.0,0.0,0.0,0.0,330550.0,0.0,0.0
2009-03-08,1.0,2.0,0.000205858618812,0.0,0.0,0.0,5.617260468149999e-06,0.0,0.0,0.0,0.0,5650.0,1.0,113.0,113.0,6960.0,113.0,0.0,0.0,0.0,344150.0,0.0,0.0
2009-03-09,1.0,2.0,0.000215712962962963,1.5242,0.0,0.0,5.21957831111e-06,0.0,0.0,0.0,0.0,5250.0,1.0,105.0,105.0,6877.0,108.0,0.0,0.0,0.0,349400.0,0.0,0.0
2009-03-10,1.0,2.0,0.00020593184012,0.0,0.0,0.0,5.21957831111111e-06,0.0,0.0,0.0,0.0,5350.0,1.0,107.0,107.0,7173.0,108.0,0.0,0.0,0.0,354800.0,0.0,0.0
2009-03-11,1.0,2.0,0.000209331512451,0.0,0.0,0.0,5.8658118163e-06,0.0,3933.33333333,0.0,150.0,6050.0,1.0,119.0,119.0,7292.0,119.0,0.0,0.0,0.0,353000.0,0.0,0.0
2009-03-12,1.0,2.0,0.000219533898305085,1.595217,0.0,0.0,5.66697073778e-06,0.0,760.0,0.0,750.0,6450.0,1.00847457627119,115.0,115.0,7206.0,119.0,0.0,0.0,0.0,366400.0,0.0,0.0
2009-03-13,1.0,2.0,0.000205936103032,0.0,0.0,0.0,5.66697073777778e-06,0.0,0.0,0.0,0.0,6400.0,1.0,116.0,114.0,7523.0,116.0,0.0,0.0,0.0,372200.0,0.0,0.0
2009-03-14,1.0,2.0,0.000205787452492,0.0,0.0,0.0,5.5178399288899995e-06,0.0,0.0,0.0,0.0,5550.0,1.0,110.0,111.0,7634.0,111.0,0.0,0.0,0.0,377750.0,0.0,0.0
2009-03-15,1.0,2.0,0.000215967479674797,1.670779,0.0,0.0,6.46233505185e-06,0.0,270.833333333,0.0,2400.0,8900.0,1.0,131.0,131.0,7549.0,123.0,0.0,0.0,0.0,375100.0,0.0,0.0
2009-03-16,1.0,2.0,0.000205952188243,0.0,0.0,0.0,6.46233505185185e-06,0.0,0.0,0.0,0.0,8450.0,1.0,115.0,122.0,7880.0,115.0,0.0,0.0,0.0,390000.0,0.0,0.0
2009-03-17,1.0,2.0,0.000205950303511,0.0,0.0,0.0,5.46812965926e-06,0.0,0.0,0.0,0.0,5500.0,1.0,114.0,110.0,7990.0,110.0,0.0,0.0,0.0,395500.0,0.0,0.0
2009-03-18,1.0,2.0,0.000230710526315789,1.753607,0.0,0.0,6.06465289481e-06,0.0,871.428571429,0.0,700.0,6800.0,1.01754385964912,123.0,124.0,7908.0,116.0,0.0,0.0,0.0,401600.0,0.0,0.0
2009-03-19,1.0,2.0,0.000217195284569,0.0,0.0,0.0,6.06465289481481e-06,0.0,983.333333333,0.0,600.0,6100.0,1.0,119.0,122.0,8233.0,119.0,0.0,0.0,0.0,397150.0,0.0,0.0
2009-03-20,1.0,2.0,0.000205882183917,0.0,0.0,0.0,3.82769076148e-06,0.0,0.0,0.0,0.0,3850.0,1.0,119.0,77.0,8310.0,77.0,0.0,0.0,0.0,411350.0,0.0,0.0
2009-03-21,1.0,2.0,0.000215862745098039,1.833121,0.0,0.0,4.722475614810001e-06,0.0,863.636363636,0.0,550.0,5300.0,1.0,96.0,97.0,8265.0,51.0,0.0,0.0,0.0,416100.0,0.0,0.0
2009-03-22,1.0,2.0,0.000205885280262,0.0,0.0,0.0,4.72247561481482e-06,0.0,0.0,0.0,0.0,6450.0,1.0,132.0,120.0,8539.0,132.0,0.0,0.0,0.0,422700.0,0.0,0.0
2009-03-23,1.0,2.0,0.000205975487119,0.0,0.0,0.0,5.21957831111e-06,0.0,0.0,0.0,0.0,5250.0,1.0,130.0,105.0,8644.0,105.0,0.0,0.0,0.0,419500.0,0.0,0.0
2009-03-24,1.0,2.0,0.000215980952380952,1.899013,0.0,0.0,5.76639127704e-06,0.0,0.0,0.0,0.0,5800.0,1.0,116.0,116.0,8566.0,105.0,0.0,0.0,0.0,433750.0,0.0,0.0
2009-03-25,1.0,2.0,0.000233236667329,0.0,0.0,0.0,5.76639127703704e-06,0.0,403.571428571,0.0,1400.0,5850.0,1.0,114.0,117.0,8874.0,114.0,0.0,0.0,0.0,439400.0,0.0,0.0
2009-03-26,1.0,2.0,0.000205958973278,0.0,0.0,0.0,5.46812965926e-06,0.0,0.0,0.0,0.0,5500.0,1.0,118.0,110.0,8984.0,110.0,0.0,0.0,0.0,444900.0,0.0,0.0
2009-03-27,1.0,2.0,0.000215952830188679,1.97544,0.0,0.0,5.91552208593e-06,0.0,595.0,0.0,1000.0,6950.0,1.0,120.0,122.0,8906.0,106.0,0.0,0.0,0.0,441600.0,0.0,0.0
2009-03-28,1.0,2.0,0.000205959592547,0.0,0.0,0.0,5.91552208592593e-06,0.0,0.0,0.0,0.0,6950.0,1.0,112.0,122.0,9218.0,112.0,0.0,0.0,0.0,456450.0,0.0,0.0
2009-03-29,1.0,2.0,0.000205871582031,0.0,0.0,0.0,6.2137837036999994e-06,0.0,0.0,0.0,0.0,6250.0,1.0,116.0,125.0,9343.0,125.0,0.0,0.0,0.0,462700.0,0.0,0.0
2009-03-30,1.0,2.0,0.00021585,2.051495,0.0,0.0,5.617260468149999e-06,0.0,353.125,0.0,1600.0,7250.0,1.0,114.0,114.0,9250.0,120.0,0.0,0.0,0.0,463650.0,0.0,0.0
2009-03-31,1.0,2.0,0.000205877785371,0.0,0.0,0.0,5.61726046814815e-06,0.0,0.0,0.0,0.0,7100.0,1.0,107.0,111.0,9564.0,107.0,0.0,0.0,0.0,473700.0,0.0,0.0
2009-04-01,1.0,2.0,0.000205874443054,0.0,0.0,0.0,5.96523235556e-06,0.0,0.0,0.0,0.0,6000.0,1.0,114.0,120.0,9684.0,120.0,0.0,0.0,0.0,479700.0,0.0,0.0
2009-04-02,1.0,2.0,0.000215886956521739,2.129452,0.0,0.0,5.617260468149999e-06,0.0,0.0,0.0,0.0,5650.0,1.0,113.0,113.0,9595.0,115.0,0.0,0.0,0.0,485350.0,0.0,0.0
2009-04-03,1.0,2.0,0.000205748904068,0.0,0.0,0.0,5.61726046814815e-06,0.0,0.0,0.0,0.0,5800.0,1.0,113.0,116.0,9910.0,113.0,0.0,0.0,0.0,491000.0,0.0,0.0
2009-04-04,1.0,2.0,0.000205964081047,0.0,0.0,0.0,6.41262478222e-06,0.0,0.0,0.0,0.0,6450.0,1.0,113.0,129.0,10039.0,129.0,0.0,0.0,0.0,488250.0,0.0,0.0
2009-04-05,1.0,2.0,0.000231553846153846,2.203708,0.0,0.0,5.71668100741e-06,0.0,676.470588235,0.0,850.0,6600.0,1.01538461538462,116.0,117.0,9939.0,132.0,0.0,0.0,0.0,503200.0,0.0,0.0
2009-04-06,1.0,2.0,0.00020598401927,0.0,0.0,0.0,5.71668100740741e-06,0.0,0.0,0.0,0.0,5450.0,1.0,99.0,109.0,10255.0,99.0,0.0,0.0,0.0,508150.0,0.0,0.0
2009-04-07,1.0,2.0,0.000205993652344,0.0,0.0,0.0,5.16986804148e-06,0.0,0.0,0.0,0.0,5200.0,1.0,100.0,104.0,10359.0,104.0,0.0,0.0,0.0,513350.0,0.0,0.0
2009-04-08,1.0,2.0,0.000216,2.278951,0.0,0.0,4.921316693329999e-06,0.0,0.0,0.0,0.0,4950.0,1.0,99.0,99.0,10280.0,105.0,0.0,0.0,0.0,510350.0,0.0,0.0
2009-04-09,1.0,2.0,0.000205799213891,0.0,0.0,0.0,4.92131669333333e-06,0.0,0.0,0.0,0.0,4950.0,1.0,103.0,99.0,10561.0,103.0,0.0,0.0,0.0,523450.0,0.0,0.0
2009-04-10,1.0,2.0,0.000212888248631,0.0,0.0,0.0,6.06465289481e-06,0.0,1742.85714286,0.0,350.0,6450.0,1.0,108.0,123.0,10684.0,123.0,0.0,0.0,0.0,529550.0,0.0,0.0
2009-04-11,1.0,2.0,0.000223333333333333,2.346311,0.0,0.0,5.71668100741e-06,0.0,0.0,0.0,0.0,5750.0,1.00833333333333,115.0,115.0,10592.0,121.0,0.0,0.0,0.0,535300.0,0.0,0.0
2009-04-12,1.0,2.0,0.000216475777004,0.0,0.0,0.0,5.71668100740741e-06,0.0,598.958333333,0.0,960.0,6850.0,1.0,119.0,120.0,10917.0,118.0,0.0,0.0,0.0,532500.0,0.0,0.0
2009-04-13,1.0,2.0,0.000205933578371,0.0,0.0,0.0,6.31320424296e-06,0.0,0.0,0.0,0.0,6350.0,1.0,117.0,127.0,11044.0,127.0,0.0,0.0,0.0,547400.0,0.0,0.0
2009-04-14,1.0,2.0,0.000215951612903226,2.424693,0.0,0.0,5.56755019852e-06,0.0,0.0,0.0,0.0,5600.0,1.0,112.0,112.0,10949.0,124.0,0.0,0.0,0.0,553000.0,0.0,0.0
2009-04-15,1.0,2.0,0.000205931624746,0.0,0.0,0.0,5.56755019851852e-06,0.0,0.0,0.0,0.0,5650.0,1.0,123.0,113.0,11279.0,123.0,0.0,0.0,0.0,559150.0,0.0,0.0
2009-04-16,1.0,2.0,0.000205844381581,0.0,0.0,0.0,5.71668100741e-06,0.0,0.0,0.0,0.0,5750.0,1.0,123.0,115.0,11394.0,115.0,0.0,0.0,0.0,554650.0,0.0,0.0
2009-04-17,1.0,2.0,0.000215857142857143,2.502404,0.0,0.0,6.06465289481e-06,0.0,5303.42549122,0.0,115.0,6232.51,1.0,125.0,125.0,11309.0,112.0,0.0,0.0,0.0,571000.0,0.0,0.0
2009-04-18,1.0,2.0,0.000214905298057,0.0,0.0,0.0,6.06465289481481e-06,0.0,1322.22222222,0.0,450.0,6482.51,1.0,121.0,130.0,11640.0,121.0,0.0,0.0,0.0,576950.0,0.0,0.0
2009-04-19,1.0,2.0,0.00024832212008,0.0,0.0,0.0,5.816101546669999e-06,0.0,260.0,0.0,2250.0,8100.0,1.0,120.0,118.0,11758.0,118.0,0.0,0.0,0.0,576750.0,0.0,0.0
2009-04-20,1.0,2.0,0.000327033613445378,2.581214,0.0,0.0,6.11436316444e-06,0.0,175.713783675,0.0,3500.0,9700.0,1.01680672268908,126.0,125.0,11671.0,121.0,0.0,0.0,0.0,588950.0,0.0,0.0
2009-04-21,1.0,2.0,0.00020592271789,0.0,0.0,0.0,6.11436316444444e-06,0.0,0.0,0.0,0.0,6200.0,1.0,121.0,124.0,12004.0,121.0,0.0,0.0,0.0,595000.0,0.0,0.0
2009-04-22,1.0,2.0,0.000205790996552,0.0,0.0,0.0,3.97682157037e-06,0.0,0.0,0.0,0.0,4000.0,1.0,121.0,80.0,12084.0,80.0,0.0,0.0,0.0,599000.0,0.0,0.0
2009-04-23,1.0,2.0,0.00021568,2.673045,0.0,0.0,5.617260468149999e-06,0.0,0.0,0.0,0.0,5650.0,1.0,113.0,113.0,12037.0,75.0,0.0,0.0,0.0,598900.0,0.0,0.0
2009-04-24,1.0,2.0,0.0002058607633,0.0,0.0,0.0,5.61726046814815e-06,0.0,0.0,0.0,0.0,5750.0,1.0,122.0,115.0,12319.0,122.0,0.0,0.0,0.0,610750.0,0.0,0.0
2009-04-25,1.0,2.0,0.000221733653217,0.0,0.0,0.0,5.41841938963e-06,0.0,726.666666667,0.0,750.0,6200.0,1.0,118.0,111.0,12430.0,111.0,0.0,0.0,0.0,616200.0,0.0,0.0
2009-04-26,1.0,2.0,0.000232053571428572,2.739522,0.0,0.0,5.21957831111e-06,0.0,0.0,0.0,0.0,5250.0,1.01785714285714,105.0,105.0,12345.0,114.0,0.0,0.0,0.0,621450.0,0.0,0.0
2009-04-27,1.0,2.0,0.000205732818343,0.0,0.0,0.0,5.21957831111111e-06,0.0,0.0,0.0,0.0,5200.0,1.0,117.0,104.0,12652.0,117.0,0.0,0.0,0.0,621400.0,0.0,0.0
2009-04-28,1.0,2.0,0.000205846336799,0.0,0.0,0.0,6.11436316444e-06,0.0,0.0,0.0,0.0,6150.0,1.0,117.0,123.0,12775.0,123.0,0.0,0.0,0.0,633450.0,0.0,0.0
2009-04-29,1.0,2.0,0.00023409375,2.813194,0.0,0.0,6.56175559111e-06,0.0,660.0,0.0,1000.0,7600.0,1.0078125,133.0,133.0,12680.0,129.0,0.0,0.0,0.0,640050.0,0.0,0.0
2009-04-30,1.0,2.0,0.000205885104048,0.0,0.0,0.0,6.56175559111111e-06,0.0,0.0,0.0,0.0,6550.0,1.0,123.0,131.0,13031.0,123.0,0.0,0.0,0.0,646200.0,0.0,0.0
2009-05-01,1.0,2.0,0.000207683904384,0.0,0.0,0.0,6.11436316444e-06,0.0,20500000.0,0.0,0.0,6200.0,1.0,121.0,124.0,13155.0,124.0,0.0,0.03,0.0,643600.0,0.0,0.0
2009-05-02,1.0,2.0,0.000231373015873016,2.897569,0.0,0.0,5.66697073778e-06,0.0,816.034359341,0.0,699.0,6399.94,1.01587301587302,116.0,115.0,13061.0,128.0,0.0,0.03,0.0,658050.0,0.0,0.0
2009-05-03,1.0,2.0,0.000212333241447,0.0,0.0,0.0,5.66697073777778e-06,0.0,12200.0,0.0,50.0,5410.0,1.0,126.0,109.0,13395.0,125.0,0.0,0.0,0.0,664150.0,0.0,0.0
